Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2025	Nucleus (GO:0005634)	303/4879	2.962461e-03	8.833519e-02	0	0	1.217423e+00	7.087513e+00	MAML1;RTCA;HNRNPU;GPATCH1;SMC4;ZC3H12D;SPIB;SOX17;PSMD2;LONP1;FAM53B;FAM53A;TRIM27;FBXO7;SOX7;HES6;PIH1D1;IFRD2;RFX2;DNTTIP1;RECQL;MED9;SND1;EWSR1;ADPRS;LAP3;KIF20A;BLZF1;SF1;OSER1;SLBP;RTEL1;NECAB3;SHMT1;VPS26C;GATA2;HTATSF1;OSGEP;OAZ3;SEC14L2;STRIP1;WDR70;NTHL1;PTPMT1;HMOX1;CTC1;SRPK2;XRCC6;PHC2;HACE1;XRCC4;PNO1;PLK2;INCA1;UPF3A;NR0B2;SMU1;MLLT10;PKIB;HNRNPK;EHD4;EIF6;FUBP1;ID1;TRIP6;OGDH;GRB2;FBXL3;MAGED2;HNRNPC;EZH1;PSME3IP1;SETD4;CDKN1C;TOP2A;CSRNP1;CDKN1B;HIP1;SETD6;ECSIT;MED16;HINT1;CSRP2;ZMYM3;RSRC1;ANXA7;IKBKE;TEAD1;APPL2;JAK1;NELFE;HTATIP2;SS18;DFFB;DUSP3;PRMT7;PARP4;NCOA3;ACTL6A;ACAD9;NCOA4;DYNLL2;MLF1;SIRT3;MED23;TOX4;PSMA3;MED24;PSMA1;NME7;NFX1;HCLS1;SINHCAF;FOXC2;MAGEH1;SF3B2;SP100;AKAP8;DLST;GPS2;HSPA14;AIF1;PSMA7;BCLAF1;CFAP298;RNF138;PPP1R8;LMNA;LEO1;SCAND1;BRD8;TBL1X;BRD4;TSNAX;RANBP1;NPM1;YTHDF2;GINS3;PCGF3;NR1H3;ELP6;PEX14;TARBP2;GATAD2A;SPSB3;FABP4;CCNG2;KDM1B;FMR1;PEBP1;YEATS4;YARS1;LOXL2;GRAP2;TEKT1;MTREX;TMEM38B;KPNA3;PDGFRA;MORC3;TRAPPC2L;KMT5C;GTF3A;ACOT13;NOSIP;GTF2F1;PRPF4;PRPF6;SBDS;TIMELESS;PKP4;FIZ1;HDGFL2;MAD1L1;FTO;PSMD10;PXK;PSMD11;MAX;PSMD13;CUL3;CREM;CUL1;CREBL2;MYG1;ORC6;NACC2;MED31;LPXN;ESRRA;UBE2I;CPSF1;POLR3GL;ZBTB16;FBXO38;ZBTB10;RITA1;KLHL22;USB1;MACO1;LSM4;CLK3;MOB1A;EIF2S3;UBE2S;MDM2;MKRN2;UBA3;GNAS;PIR;PHF13;UBA1;REEP6;NF2;FGFR2;SLC25A1;RNF14;ZC3H3;AKAP8L;HP1BP3;USP34;PTPN22;DDX41;USP39;ELAVL1;UFL1;SART1;METTL14;YWHAQ;SFR1;VPS72;SIN3A;SNAPC2;CASP6;MYO18A;EXO5;HMG20B;RBM6;ACTR3;ACTR2;RFC3;TBP;NCBP1;ACTR6;DYNLT4;PLA2G4A;SENP3;CCNA1;DDX19A;PPM1B;ESRP2;CTDSP1;ZPBP2;LANCL2;RBMS1;MCM5;NSRP1;IRF9;RBMS2;RBM22;SMARCD2;CAMK2D;ACSS2;HDAC3;ABRAXAS1;DCTN4;CXXC1;FOXK2;TOB2;RCHY1;RNF4;PPM1F;PSMB10;ERICH6;DNPEP;U2AF2;TRA2B;POLR2C;POLD2;ERBB2;TNNI2;RALY;EIF4E;MAPK3;HNRNPA3;CIZ1;KDM4B;KDM4C;PRRX2;ZFC3H1;HNRNPAB;WARS1;MAPK11;RSPH1;POLR3A;PRC1;EIF3G;TRIM35;TAF6;ARB2A;RBM45;FOLR2;TRMT61A
GO_Cellular_Component_2025	Nuclear Chromosome (GO:0000228)	12/90	3.305849e-03	8.919743e-02	0	0	2.706170e+00	1.545781e+01	TOP2A;PSMC3IP;ACTR6;GINS3;EP400;HNRNPU;P3H4;MCM5;BRD8;SMC4;NOL6;BRD4
GO_Cellular_Component_2025	Lysosome (GO:0005764)	44/532	3.535264e-03	8.919743e-02	0	0	1.599260e+00	9.027770e+00	SLC48A1;SCARB2;KCNE2;IFITM2;ABCB6;RNF13;CPQ;SDC2;CTSZ;CLTA;CXCR4;PLD3;PIP4P2;RPS6KC1;CHMP1B;AP1S1;ACP2;DRAM2;MARCHF3;ATP6V0A1;SNX6;SPAG9;STARD3;SEC13;ACE;STARD3NL;LAPTM5;CYBRD1;KLHL22;ATP11A;MCOLN1;IRGM;TPCN2;GDAP2;LMBRD1;NPC1;RHEB;LARS1;TMEM79;VOPP1;TMEM106B;LAMTOR2;UBA1;LAMTOR4
GO_Cellular_Component_2025	Lytic Vacuole Membrane (GO:0098852)	28/314	6.774550e-03	1.587180e-01	0	0	1.728923e+00	8.635249e+00	SCARB2;SLC48A1;IFITM2;ABCB6;RNF13;PIP4P2;CHMP1B;AP1S1;ATP6V0A1;SPAG9;STARD3;SEC13;STARD3NL;LAPTM5;CYBRD1;ATP11A;MCOLN1;IRGM;GDAP2;TPCN2;LMBRD1;NPC1;RHEB;TMEM79;TMEM106B;LAMTOR2;UBA1;LAMTOR4
GO_Cellular_Component_2025	Endosome Membrane (GO:0010008)	33/392	8.215061e-03	1.796360e-01	0	0	1.624656e+00	7.801250e+00	SLC48A1;SCARB2;IFITM2;ABCB6;RNF13;CLTA;PLD3;PIP4P2;CHMP1B;ERBB2;MVB12A;PIP5K1C;APPL2;ATP6V0A1;SNX6;STARD3;STARD3NL;AP2B1;MCOLN1;TPCN2;RAB11A;EHD1;FIG4;RAP2C;PNKD;EHD4;NPC1;ABHD17B;RAB15;UBAP1;LAMTOR2;UBA1;LAMTOR4
GO_Cellular_Component_2025	Core Mediator Complex (GO:0070847)	5/25	9.899389e-03	1.930121e-01	0	0	4.382421e+00	2.022611e+01	MED23;MED24;MED31;MED9;MED16
GO_Cellular_Component_2025	U2-type Spliceosomal Complex (GO:0005684)	11/91	1.000367e-02	1.930121e-01	0	0	2.416126e+00	1.112579e+01	SMU1;SART1;PRPF4;SF3B2;PRPF6;U2AF2;LUC7L;HTATSF1;LSM4;CDC40;RBM22
GO_Cellular_Component_2025	Golgi Membrane (GO:0000139)	38/476	1.104729e-02	2.013062e-01	0	0	1.534164e+00	6.912282e+00	SCARB2;NAA60;MARCHF2;COPA;GOSR1;ICA1;ZDHHC3;PCSK4;PLD3;MAN2A1;AP1S1;QSOX2;TMED7;RAB2B;MBTPS1;HACE1;B3GAT3;COG4;SLC30A5;GALNT1;CSGALNACT2;COG3;NOSIP;PLA2G4A;IRGM;ARFGAP1;RAB11A;YIF1A;TNFRSF1A;FIG4;EXT1;EXT2;MGAT4B;B3GNT2;FOLR2;B4GALT7;BLZF1;ST6GALNAC6
GO_Cellular_Component_2025	Vesicle Coat (GO:0030120)	6/37	1.368369e-02	2.286109e-01	0	0	3.394016e+00	1.456559e+01	COPA;SEC13;NECAP1;CLTA;TMED7;SEC24D
GO_Cellular_Component_2025	Endoribonuclease Complex (GO:1902555)	4/18	1.422122e-02	2.286109e-01	0	0	5.005428e+00	2.128819e+01	TSNAX;WDR18;SND1;TARBP2
GO_Cellular_Component_2025	Cytoplasmic Stress Granule (GO:0010494)	10/84	1.514911e-02	2.286109e-01	0	0	2.373114e+00	9.942905e+00	DDX19A;YTHDF1;YTHDF2;HNRNPK;FMR1;ELAVL1;EIF4E;GIGYF2;PUM2;EIF3B
GO_Cellular_Component_2025	Cell-Substrate Junction (GO:0030055)	32/395	1.533366e-02	2.286109e-01	0	0	1.556246e+00	6.501536e+00	SCARB2;NRP1;USP33;DOCK7;NOL6;CSRP2;YWHAQ;VPS72;CTNNA1;LPXN;PIP5K1C;PDLIM7;JAK1;PAK4;MAPK3;ACTR3;ACTR2;NPM1;RPS5;ANXA5;GLMN;IL16;TOX4;MARCKS;HNRNPK;PTPRC;ACTC1;TRIP6;CDC42EP1;P4HB;LAP3;FERMT3
GO_Cellular_Component_2025	Late Endosome (GO:0005770)	20/222	1.800088e-02	2.429558e-01	0	0	1.743152e+00	7.002824e+00	SCARB2;STARD3;IFITM2;STARD3NL;RNF13;CXCR4;MCOLN1;RAB11A;PLD3;TMEM230;FIG4;CD79A;PIP4P2;PNKD;NPC1;CHMP1B;VOPP1;LAMTOR2;LAMTOR4;MAPK3
GO_Cellular_Component_2025	H4/H2A Histone Acetyltransferase Complex (GO:0043189)	5/29	1.851797e-02	2.429558e-01	0	0	3.651245e+00	1.456486e+01	VPS72;ACTL6A;EP400;YEATS4;BRD8
GO_Cellular_Component_2025	NuA4 Histone Acetyltransferase Complex (GO:0035267)	5/29	1.851797e-02	2.429558e-01	0	0	3.651245e+00	1.456486e+01	VPS72;ACTL6A;EP400;YEATS4;BRD8
GO_Cellular_Component_2025	Podosome (GO:0002102)	4/20	2.066790e-02	2.607335e-01	0	0	4.379286e+00	1.698801e+01	TOX4;BIN2;LPXN;FERMT3
GO_Cellular_Component_2025	COPII-coated ER to Golgi Transport Vesicle (GO:0030134)	9/77	2.298049e-02	2.766930e-01	0	0	2.322831e+00	8.764297e+00	SEC13;SEC23IP;CNIH1;SLC30A5;CTSZ;TMED7;FOLR2;SEC24D;YIF1A
GO_Cellular_Component_2025	Clathrin Vesicle Coat (GO:0030125)	3/12	2.411721e-02	2.766930e-01	0	0	5.835802e+00	2.173737e+01	NECAP1;CLTA;NCALD
GO_Cellular_Component_2025	Cytoplasmic Side of Endoplasmic Reticulum Membrane (GO:0098554)	4/21	2.446371e-02	2.766930e-01	0	0	4.121463e+00	1.529295e+01	DNAJA1;PTPN1;ALG14;ALG2
GO_Cellular_Component_2025	Intracellular Membraneless Organelle (GO:0043232)	87/1310	2.721154e-02	2.975129e-01	0	0	1.263745e+00	4.554681e+00	TOP2A;HIP1;TUT4;FMR1;HP1BP3;AUP1;WDR46;HINT1;CAPZB;SFR1;ARHGDIA;LONP1;TRIM27;NCK1;DFFB;ACTR6;NCOA3;SLC30A5;PIH1D1;RPS5;BCKDHB;DYNLT4;DNTTIP1;RECQL;P3H4;DYNLL2;SENP3;TOX4;PPM1B;BIN2;EWSR1;NFX1;SBDS;CDC42EP1;PKP4;KIF20A;MAD1L1;SF1;SRSF9;PSMD10;SLBP;SP100;DDX27;ABHD4;MRPS31;AKAP8;RPF2;HSPA14;RPF1;NOL6;MYG1;CYB5R3;DHRSX;TCOF1;RNF138;KATNA1;NACC2;EIF4EBP2;SURF6;LPXN;RPP14;DCAF13;BRD4;MPZL2;MAPK3;SRPK2;XRCC6;NPM1;UTP4;PNO1;OSBPL2;ZFC3H1;UPF3A;NLE1;EHD1;FIG4;FABP4;GNL3L;PRC1;TAOK2;SNX15;TRIP6;MDM2;MAGED2;P4HB;NF2;FERMT3
GO_Cellular_Component_2025	Protein Kinase Complex (GO:1902911)	4/22	2.865299e-02	3.031672e-01	0	0	3.892287e+00	1.382734e+01	TBK1;CAB39L;TANK;IKBKE
GO_Cellular_Component_2025	Cul4A-RING E3 Ubiquitin Ligase Complex (GO:0031464)	3/13	3.011535e-02	3.086824e-01	0	0	5.251944e+00	1.839609e+01	CDKN1B;GLMN;TRPC4AP
GO_Cellular_Component_2025	Focal Adhesion (GO:0005925)	30/387	3.117177e-02	3.087176e-01	0	0	1.481162e+00	5.137030e+00	SCARB2;NRP1;USP33;DOCK7;CSRP2;YWHAQ;VPS72;CTNNA1;LPXN;PIP5K1C;PDLIM7;JAK1;PAK4;MAPK3;ACTR3;ACTR2;NPM1;RPS5;ANXA5;GLMN;IL16;TOX4;MARCKS;HNRNPK;PTPRC;ACTC1;TRIP6;CDC42EP1;P4HB;LAP3
GO_Cellular_Component_2025	Lytic Vacuole (GO:0000323)	20/236	3.200122e-02	3.087176e-01	0	0	1.628950e+00	5.606816e+00	ACE;KCNE2;CPQ;CTSZ;LAPTM5;CLTA;CXCR4;KLHL22;MCOLN1;TPCN2;NPC1;RPS6KC1;LARS1;VOPP1;TMEM106B;ACP2;LAMTOR4;DRAM2;MARCHF3;SNX6
GO_Cellular_Component_2025	U4/U6 X U5 tri-snRNP Complex (GO:0046540)	5/35	3.884531e-02	3.373180e-01	0	0	2.920068e+00	9.484871e+00	SART1;PRPF4;PRPF6;USP39;LSM4
GO_Cellular_Component_2025	Non-Motile Cilium (GO:0097730)	5/35	3.884531e-02	3.373180e-01	0	0	2.920068e+00	9.484871e+00	TTC8;ARL13B;SEPTIN9;DYNLL2;BBS4
GO_Cellular_Component_2025	Spliceosomal tri-snRNP Complex (GO:0097526)	5/35	3.884531e-02	3.373180e-01	0	0	2.920068e+00	9.484871e+00	SART1;PRPF4;PRPF6;USP39;LSM4
GO_Cellular_Component_2025	Endoplasmic Reticulum Lumen (GO:0005788)	23/289	4.220729e-02	3.373180e-01	0	0	1.521397e+00	4.815467e+00	ERO1A;LRPAP1;MBTPS1;POGLUT2;BDNF;SDC2;CTSZ;FGG;CXXC1;TXNDC12;TOR1B;FSTL1;C3;COL1A1;TSPAN15;GANAB;ARSL;COL5A1;COL4A1;DNAJB11;P4HB;WNT4;MAPK3
GO_Cellular_Component_2025	Cytoplasmic Side of Plasma Membrane (GO:0009898)	11/113	4.251120e-02	3.373180e-01	0	0	1.892788e+00	5.977401e+00	RNF31;PTPRC;NCF1;OSBPL2;STAC2;PKP4;PTPN22;AP2B1;TANK;TGM3;JAK1
GO_Cellular_Component_2025	Cul4-RING E3 Ubiquitin Ligase Complex (GO:0080008)	5/36	4.317515e-02	3.373180e-01	0	0	2.825723e+00	8.879806e+00	CDKN1B;GLMN;TRPC4AP;DCAF13;DDA1
GO_Cellular_Component_2025	U2-type Precatalytic Spliceosome (GO:0071005)	6/48	4.389376e-02	3.373180e-01	0	0	2.503648e+00	7.826360e+00	SMU1;SART1;PRPF4;SF3B2;PRPF6;LSM4
GO_Cellular_Component_2025	COPII Vesicle Coat (GO:0030127)	3/15	4.422157e-02	3.373180e-01	0	0	4.376157e+00	1.364723e+01	SEC13;SEC24D;TMED7
GO_Cellular_Component_2025	TIM23 Mitochondrial Import Inner Membrane Translocase Complex (GO:0005744)	3/15	4.422157e-02	3.373180e-01	0	0	4.376157e+00	1.364723e+01	GRPEL1;PAM16;TIMM21
GO_Cellular_Component_2025	Precatalytic Spliceosome (GO:0071011)	6/49	4.782304e-02	3.564990e-01	0	0	2.445294e+00	7.434299e+00	SMU1;SART1;PRPF4;SF3B2;PRPF6;LSM4
GO_Cellular_Component_2025	RNA Polymerase III Complex (GO:0005666)	3/16	5.229920e-02	3.812031e-01	0	0	4.039316e+00	1.191911e+01	POLR3A;POLR3GL;POLR3K
GO_Cellular_Component_2025	Endoplasmic reticulum-Golgi Intermediate Compartment Membrane (GO:0033116)	6/52	6.087755e-02	4.137696e-01	0	0	2.285455e+00	6.396738e+00	SEC14L2;CNIH1;GALNT1;CTSZ;TMED7;FOLR2
GO_Cellular_Component_2025	Condensed Nuclear Chromosome (GO:0000794)	4/28	6.223936e-02	4.137696e-01	0	0	2.918289e+00	8.103409e+00	PSMC3IP;P3H4;SMC4;NOL6
GO_Cellular_Component_2025	Ciliary Membrane (GO:0060170)	5/40	6.328565e-02	4.137696e-01	0	0	2.502253e+00	6.906460e+00	TTC8;ARL13B;SCNN1A;BBS4;TMEM231
GO_Cellular_Component_2025	AP-3 Adaptor Complex (GO:0030123)	2/8	6.598959e-02	4.137696e-01	0	0	5.831329e+00	1.585106e+01	AP3S2;AP3S1
GO_Cellular_Component_2025	Oxoglutarate Dehydrogenase Complex (GO:0045252)	2/8	6.598959e-02	4.137696e-01	0	0	5.831329e+00	1.585106e+01	OGDH;DLST
GO_Cellular_Component_2025	Rough Endoplasmic Reticulum Membrane (GO:0030867)	2/8	6.598959e-02	4.137696e-01	0	0	5.831329e+00	1.585106e+01	MACO1;UBA1
GO_Cellular_Component_2025	trans-Golgi Network Membrane (GO:0032588)	10/108	6.777507e-02	4.137696e-01	0	0	1.789661e+00	4.816981e+00	TEPSIN;MMP24;COG4;SLC30A5;COG3;TMEM79;GNAS;AP1S1;CLTA;RAB11A
GO_Cellular_Component_2025	Ficolin-1-Rich Granule Lumen (GO:1904813)	11/123	6.994737e-02	4.137696e-01	0	0	1.722873e+00	4.582863e+00	KCMF1;GSDMD;ACTR2;XRCC6;PSMD11;BIN2;PSMD13;PSMD2;CTSZ;PPY;APEH
GO_Cellular_Component_2025	Endolysosome Membrane (GO:0036020)	3/18	7.039402e-02	4.137696e-01	0	0	3.500370e+00	9.288747e+00	CLTA;AP2B1;TPCN2
GO_Cellular_Component_2025	ER to Golgi Transport Vesicle Membrane (GO:0012507)	6/54	7.064360e-02	4.137696e-01	0	0	2.189995e+00	5.803724e+00	SEC13;CNIH1;SLC30A5;TMED7;FOLR2;SEC24D
GO_Cellular_Component_2025	Coated Vesicle Membrane (GO:0030662)	6/54	7.064360e-02	4.137696e-01	0	0	2.189995e+00	5.803724e+00	TEPSIN;SEC13;CNIH1;SLC30A5;FOLR2;SEC24D
GO_Cellular_Component_2025	Endocytic Vesicle (GO:0030139)	16/201	7.967137e-02	4.259816e-01	0	0	1.518336e+00	3.841155e+00	SCARB2;CAMK2D;CLTA;AP2B1;RAB11A;EHD1;LMBRD1;EHD4;HEATR5A;RAB34;NOSTRIN;MDM2;HCLS1;SCARF1;GRIA3;WNT4
GO_Cellular_Component_2025	P-body (GO:0000932)	8/83	7.996504e-02	4.259816e-01	0	0	1.869594e+00	4.722904e+00	ZC3H12D;YTHDF1;YTHDF2;PAN3;TRIM5;EIF4E;LSM4;CNOT9
